"UT000000342";2;"01.07.2011";"31.07.2011"
"UT000000342";1;"01.06.2011";"30.06.2011"
"UT000000351";1;"01.06.2011";"31.12.2011"
"UT000000817";1;"30.05.2011";"14.07.2011"
"UT000000350";1;"01.06.2011";"31.12.2011"
"UT000000804";2;"01.06.2011";"30.06.2011"
"UT000000796";1;"01.06.2011";"31.07.2011"
"UT000000400";1;"01.06.2011";"31.07.2011"
"UT000000121";1;"01.08.2011";"30.09.2011"
"UT000000122";2;"01.03.2011";"31.03.2011"
"UT000000188";1;"01.06.2011";"30.06.2011"
"UT000000204";1;"01.06.2011";"30.06.2011"
"UT000000151";1;"01.01.2011";"31.03.2011"
"UT000000139";1;"20.05.2011";"30.06.2011"
"UT000000763";2;"01.07.2011";"31.07.2011"
"UT000000802";1;"01.08.2011";"30.09.2011"
"UT000000274";1;"01.07.2011";"31.07.2011"
"UT000000282";1;"01.03.2011";"31.05.2011"
"UT000000288";1;"01.05.2011";"31.05.2011"
"UT000000288";1;"01.03.2011";"30.03.2011"
"UT000000206";1;"01.04.2011";"30.04.2011"
"UT000000190";2;"01.09.2011";"30.11.2011"
"UT000000748";1;"01.01.2012";"31.01.2012"
"UT000000276";1;"01.06.2011";"30.06.2011"
"UT000000139";1;"01.08.2011";"30.09.2011"
"UT000000802";1;"01.06.2011";"30.06.2011"
"UT000000251";1;"01.08.2011";"30.09.2011"
"UT000000251";1;"01.06.2011";"30.06.2011"
"UT000000765";1;"01.08.2011";"30.09.2011"
"UT000000260";1;"01.06.2011";"30.06.2011"
"UT000000304";1;"01.08.2011";"30.09.2011"
"UT000000151";1;"01.07.2011";"30.09.2011"
"UT000000260";2;"01.07.2011";"31.07.2011"
"UT000000765";1;"01.06.2011";"30.06.2011"
"UT000000369";1;"01.06.2011";"31.07.2011"
"UT000000368";1;"01.06.2011";"31.07.2011"
"UT000000354";1;"01.06.2011";"31.07.2011"
"UT000000331";1;"01.06.2011";"31.07.2011"
"UT000000423";1;"01.06.2011";"31.07.2011"
"UT000000401";1;"01.06.2011";"31.07.2011"
"UT000000434";1;"01.06.2011";"31.07.2011"
"UT000000343";1;"01.06.2011";"31.07.2011"
"UT000000442";1;"01.06.2011";"31.07.2011"
"UT000000443";1;"01.06.2011";"31.07.2011"
"UT000000340";1;"01.06.2011";"31.07.2011"
"UT000000422";1;"01.06.2011";"31.07.2011"
"UT000000410";2;"01.08.2011";"30.08.2011"
"UT000000119";1;"01.05.2011";"30.06.2011"
"UT000000295";1;"01.07.2011";"30.07.2011"
"UT000000246";1;"01.07.2011";"30.07.2011"
"UT000000124";1;"15.03.2011";"15.05.2011"
"UT000000800";2;"01.11.2011";"30.11.2011"
"UT000000115";2;"01.05.2011";"31.05.2011"
"UT000000238";1;"01.03.2011";"30.04.2011"
"UT000000877";1;"01.08.2011";"31.08.2011"
"UT000000297";1;"01.08.2011";"30.09.2011"
"UT000000148";1;"01.04.2011";"30.04.2011"
"UT000000184";1;"01.02.2011";"31.05.2011"
"UT000000215";1;"01.06.2011";"30.06.2011"
"UT000000276";1;"01.04.2011";"30.04.2011"
"UT000000297";1;"01.04.2011";"30.04.2011"
"UT000000830";1;"01.02.2011";"28.02.2011"
"UT000000263";1;"16.05.2011";"14.06.2011"
"UT000000244";1;"01.03.2011";"31.05.2011"
"UT000000153";1;"01.06.2011";"30.06.2011"
"UT000000839";1;"15.03.2011";"31.03.2011"
"UT000000799";1;"15.03.2011";"31.03.2011"
"UT000000878";1;"15.03.2011";"31.03.2011"
"UT000000284";1;"15.03.2011";"31.03.2011"
"UT000000284";1;"01.06.2011";"08.06.2011"
